Year,Month,week_number,average_ticket_price,seats_in_theatre,performance,weekly_gross,holiday_week,Tony_Award
2005.7142857142858,March,12,319.2604966647072,1377.7310703023763,13.368859053767263,1744482.498468139,0,0
2002.857142857143,January,1,386.06699175907454,520.4111762965506,13.57520951746497,1329412.8607247877,1,0
2017.142857142857,September,39,339.45622573521126,1415.6550678195765,9.749996808902022,1439256.9539573141,0,0
2000,May,18,291.6247193757433,1727.2284161082493,11.57892542527358,807233.8940970418,0,0
2005.7142857142858,May,20,310.05643415193,1265.1268200378877,17.092368989347477,1545194.54360004,0,0
2020,December,49,225.365633687837,1211.1653072040795,5.582873260764921,1110877.7685568146,0,0
2002.857142857143,April,16,181.76468474774566,735.647171401022,11.574446650008323,1081292.8901284551,0,0
2020,September,37,238.05606852562784,1456.042248866458,13.899003815493568,1683839.8722415583,0,1
2014.2857142857142,October,43,497.3979717967667,1332.8960719467307,8.821501478134003,505146.59849248105,0,0
2000,May,19,245.02313434841165,917.5277619556745,13.73695551841915,596235.2593783042,0,0
2020,March,12,372.44677935518644,1885.7475060466345,8.162454344388133,1677028.1707640258,0,0
2014.2857142857142,September,35,223.82624995741156,919.883729011394,1.426593767377792,2004179.9864455368,0,0
2000,July,28,199.92409181619638,1163.9158274094384,1,1134911.7534900827,1,0
2020,June,23,313.93118433283075,1150.107152093905,1.142600648018048,1862406.5887535743,0,0
2014.2857142857142,August,33,171.84733661348707,1840.1655768594126,13.43406834099064,693691.831463186,0,0
2020,November,44,296.02080625256303,904.0403793915491,16.547138486098714,1677500.7368121187,0,0
2011.4285714285713,August,33,290.3798891083615,722.381664198763,12.238897460012785,1737186.0089854226,0,0
2014.2857142857142,July,29,310.06053002461965,600.6620683455394,17.906456716743623,1078915.5630487935,0,0
2017.142857142857,February,8,128.48180402733163,888.7629928829037,3.7588318459621552,1957102.690859888,0,0
2011.4285714285713,December,52,203.28886526421266,1733.0468249837652,12.926507976445889,1391907.696902011,1,0
2000,December,48,390.77565402399824,689.9490349708061,1,1048957.7460916247,1,0
2000,September,35,363.3057499289266,1801.6435266876456,12.569443983831398,1615979.1477524587,0,0
2011.4285714285713,September,36,341.97263872522956,1203.8311801990048,11.09105643234514,1355436.337222246,1,0
2011.4285714285713,December,52,316.8003039026325,1172.8934419134148,6.090771012093258,1841909.0198632046,1,0
2017.142857142857,April,17,359.5908713085641,947.3637865619685,4.467276312253951,1261626.568596901,0,0
2008.5714285714287,December,52,260.26635058788287,571.1132800928307,11.960556329735844,1182753.4133193372,1,0
2014.2857142857142,October,41,263.61370508743556,1695.5181473742534,6.726504315522461,809842.0057588142,0,0
2000,October,40,270.68192391160824,748.8736684655794,8.038818125811243,1668520.5344677567,0,0
2014.2857142857142,September,36,182.89099180195615,905.5602870487148,9.42456055834635,966184.7691659526,1,0
2008.5714285714287,October,42,144.11612857313096,585.503470684056,10.892660951446796,1840360.3527576036,0,0
2011.4285714285713,April,16,166.14055899797543,1440.5962865392037,16.269868769344974,1697522.2177177551,0,0
2000,May,19,177.12441180115826,2000,4.06874093853483,1057229.7265232522,0,0
2020,December,50,177.15602574054256,775.6844212115577,2.5135215397975683,1954514.0055465288,0,0
2020,December,49,148.95134746425197,1347.167135808523,9.016158944601525,1394350.886600625,0,0
2002.857142857143,February,8,239.7213799543403,1878.4053125881082,10.940796699564892,1718760.5664506566,0,0
2005.7142857142858,December,50,342.4492845112981,493.598308706599,4.086306796260849,1748209.0463340061,0,0
2020,September,39,238.20234884595658,430.48228463833425,6.275801801110696,1757151.2151064763,0,1
2011.4285714285713,November,45,116.86372635952165,360.5299983983905,16.06176373621003,1421346.7729199706,0,0
2014.2857142857142,January,3,364.737293262128,459.2071332921629,1,1108834.6616075877,0,0
2000,May,19,292.89328696756706,957.0828830678113,10.329988412383928,1752892.3435227016,0,0
2000,November,46,78.3038068463847,1346.1427061424192,7.732248574248725,1766709.189322934,0,0
2008.5714285714287,May,20,208.4241508116083,731.6335836184566,12.492267829041122,1243923.0408032662,0,0
2008.5714285714287,June,24,275.6116828277259,1371.235187572509,16.904687112732528,1084312.6957657095,0,1
2005.7142857142858,June,26,203.15057739827137,1082.4494274338065,10.348952990802614,2127590.706295013,0,1
2005.7142857142858,September,36,79.41460191916161,754.375602924233,3.843183210674468,1560771.8801395912,1,0
2017.142857142857,August,31,288.5964666987635,859.0937034793428,11.864185429221992,1989498.545150618,0,0
2000,July,28,178.01044603113445,833.2120583056214,6.679325346297507,1223580.890466176,1,0
2005.7142857142858,June,26,302.04849629311155,1208.1528424376115,13.514490404219586,2434086.399996912,0,1
2008.5714285714287,February,5,205.03668495896903,1949.3306891456396,8.118845528866236,1723069.3173034112,0,0
2008.5714285714287,August,34,206.61378407811918,1035.0080445038654,8.06464281674222,1795077.5483431756,0,0
2002.857142857143,January,3,345.02432076581056,591.0195764793564,11.764506399571367,2028132.316382698,0,0
2005.7142857142858,May,19,373.0906033795637,1278.274398818924,6.030562082166177,845250.0737283325,0,0
2011.4285714285713,July,29,118.26182550045286,1695.0636664883646,7.82719965894086,2602263.585032795,0,0
2014.2857142857142,September,38,381.53151158585393,972.9493000285827,9.888870475421605,2841966.7738708854,0,0
2017.142857142857,August,32,280.96786223362966,1347.8872491966872,11.635798402332519,2219610.8811134854,0,0
2005.7142857142858,April,14,106.01508027939076,73.67529959777244,17.02588158412399,1626609.4154765713,0,0
2002.857142857143,July,29,475.9502009348274,2000,15.909466288805294,2056710.0849832257,0,0
2011.4285714285713,May,21,311.5983437199864,153.70491117030315,8.290006337080746,1137695.3138837134,0,0
2011.4285714285713,September,37,358.8425373135753,641.5670523501758,2.5499827217319906,2275036.871184677,0,0
2005.7142857142858,July,28,340.1471895403697,1751.2485468420887,3.058410836228637,334593.56871454953,1,0
2000,February,5,219.85924138410118,1178.7404436431293,7.186600618701503,257717.16107622394,0,0
2000,August,34,178.62282145606088,2000,7.721364162232435,2305227.642143881,0,0
2005.7142857142858,July,28,310.77686186276685,200.88662591860225,14.708556409262528,1880486.5486708628,1,0
2008.5714285714287,February,6,312.25129086527215,707.9577153470307,16.630785882063872,2406391.8932095114,0,0
2005.7142857142858,September,35,292.66536650422756,2000,17.342413026308712,2012505.062086091,0,0
2002.857142857143,February,7,361.63255343790155,1569.7468643377574,2.322497445974319,1444568.9954511859,0,0
2020,December,49,293.8389905130198,1471.548302348789,8.318455075065156,1632517.3831117153,0,0
2020,May,19,220.4913779585386,2000,6.879239851282449,1670264.1461915188,0,0
2020,October,40,290.7713322222522,1267.7501887469032,15.02087474869938,2174060.579084406,0,0
2000,May,21,500,1719.6264532525606,11.201997474631247,1827072.314671443,0,0
2020,September,35,367.06777287131945,83.72433950747882,10.724701286556636,2281192.847609668,0,1
2008.5714285714287,July,28,298.6833644961408,1221.6156307533681,10.695671618966234,2648554.974375383,1,0
2011.4285714285713,June,23,193.27514955546062,578.9299887463637,11.791520374674665,1650969.8121005916,0,1
2011.4285714285713,April,16,257.1672284434171,1197.0764487878816,17.034603134048165,1976363.6672089223,0,0
2014.2857142857142,March,9,276.15460796224454,1210.829290964327,2.479704216542445,1613531.255905358,0,0
2005.7142857142858,January,2,376.25731518345,1421.238412668885,4.304934028366766,603191.8750551925,0,0
2020,August,31,353.14812219472384,1105.4662605178164,11.700203359971177,1698187.5420852203,0,0
2008.5714285714287,May,20,152.1011301556838,1063.8351506407605,11.809739636714227,1990017.5910709372,0,0
2000,February,5,228.09083075093062,1091.0350247487281,8.141655714757572,1930095.195638385,0,0
2008.5714285714287,February,6,388.2350126752469,838.8758552642787,2.1026799306418784,955263.9184246969,0,0
2005.7142857142858,May,21,320.87326425799745,410.74133227403104,5.457613135202998,1814116.285353674,0,0
2005.7142857142858,January,2,500,1631.4197432340804,12.097104805559256,1393370.6653042117,0,0
2000,December,49,198.50403886258667,1094.6400908355486,7.6271296922576095,2001580.6659879405,0,0
2000,March,10,180.4945438855135,724.9702254673095,2.513558439151385,1288550.5429030322,0,0
2011.4285714285713,January,2,99.55949579915156,1445.2890604670288,9.033669362998907,1817146.9352247308,0,0
2011.4285714285713,May,18,249.89330633311675,1106.1808447909648,17.553389849619307,1266556.695508529,0,0
2017.142857142857,June,26,109.04909120410906,1382.6000406760168,9.844125138251073,2240363.7781564416,0,1
2008.5714285714287,July,30,296.64489670098027,668.7011673849878,8.876482262578541,1363936.5255024,0,0
2005.7142857142858,June,26,303.5281104321339,1763.8463700583634,12.501897101102292,2729038.7060344643,0,1
2014.2857142857142,August,33,265.8882457377961,1417.0655096469902,9.561602814632382,2132550.964260803,0,0
2011.4285714285713,March,10,230.40068246480035,1568.479246629186,5.673510525444626,1808166.724941778,0,0
2011.4285714285713,May,20,284.2404425322632,1352.404779732696,16.690112365039063,1808500.9529066926,0,0
2008.5714285714287,November,46,119.06552336611523,1860.5461722283558,8.791372486848418,728122.6636253557,0,0
2014.2857142857142,September,35,287.72190740787516,1682.3225516467992,12.335950469153806,2961685.193024719,0,0
2014.2857142857142,December,50,78.90230623795173,649.2728421475684,17.423753627762082,1585298.4154254808,0,0
2008.5714285714287,March,11,346.0613550111369,1312.0619024654643,20,3128663.632608545,0,0
2008.5714285714287,November,47,220.22520071878117,923.0147300113529,2.086806782065274,1284799.3769588792,1,0
2000,August,33,247.50684155907862,1829.5740660245947,9.523791941974052,2538185.2431413564,0,0
2017.142857142857,May,18,80.18436396910968,505.0732819328565,7.041183079378232,1441584.0882961827,0,0
2000,February,6,272.71896227839164,1689.8624925026359,4.204297316305946,1585220.4997747082,0,0
2000,February,6,290.33044311238746,886.7216080522226,9.706855337700695,1688980.185504022,0,0
2005.7142857142858,January,2,308.2746187831605,1328.6527157567493,11.193678505943671,1729375.2002023652,0,0
2020,October,41,216.61022508797618,1248.1157232666887,16.263473490736388,1492008.3482162799,0,0
2020,August,31,63.02100753465683,1265.049769776254,11.378539468397003,1149133.2025659706,0,0
2017.142857142857,June,23,427.1776241763515,1261.8127933877286,8.161671548825456,1697515.4675791494,0,1
2008.5714285714287,October,40,178.47252869449966,1041.3320262944758,6.646517085327148,1584478.6397444468,0,0
2017.142857142857,March,10,198.53128953754526,181.8804254212041,5.594743381910517,2105065.2571090357,0,0
2017.142857142857,July,28,275.008971343543,1220.4822537610667,16.06610848810128,1712187.8078797902,1,0
2011.4285714285713,December,49,227.62681953714366,2000,14.221840076108847,2389207.8114210493,0,0
2014.2857142857142,July,29,220.4461159917929,1130.4942117115377,4.951174841397866,2122321.8975931266,0,0
2008.5714285714287,October,41,255.35387507740003,1168.5708442315001,15.52105404499331,2028780.6684440079,0,0
2005.7142857142858,November,44,268.53050427753476,663.2454227777172,8.98303130096529,1011015.2909120937,0,0
2002.857142857143,April,15,296.02286677442805,2000,14.307679501004307,1731507.8070875274,0,0
2020,February,7,185.1074853806916,1427.3700083164738,13.496783147105523,996636.5837917335,0,0
2000,November,47,167.41979149603515,1111.9143742849133,10.325164718482206,718674.9684223044,1,0
2011.4285714285713,May,18,122.30340322569492,1425.0479503646493,9.986744205772142,1543582.6044776181,0,0
2017.142857142857,November,47,139.84802599785297,1615.1906362369646,11.268431052877498,2051871.8801698925,1,0
2000,March,11,405.33626301047707,1818.4947159580497,11.670957828857526,860606.3308510208,0,0
2017.142857142857,May,20,143.92681510006926,397.32354969974176,12.632371451951439,2101495.606465976,0,0
2002.857142857143,December,51,260.32411698755874,1642.7879052906487,13.31075590501185,1797279.5752121776,0,0
2002.857142857143,November,44,254.30146337557684,1524.5051143782944,10.3912161528112,1775201.4166889517,0,0
2014.2857142857142,February,5,244.47897218540214,1093.3040497667757,12.381825750750608,1502944.4284588925,0,0
2017.142857142857,December,48,302.7157472866114,1336.373454999659,14.7393476745846,2274580.3895887104,1,0
2008.5714285714287,April,14,273.6352081741667,1236.8431270922958,6.712381359383797,937515.537351129,0,0
2014.2857142857142,August,33,330.86483450819253,1203.3380306041604,7.050162281904101,2242168.8184693614,0,0
2011.4285714285713,March,11,306.8902627449046,829.0520089356136,3.3270769065322376,1387431.3411892878,0,0
2000,July,27,306.4933646824167,1502.2305610693068,1,2481662.152172857,1,0
2008.5714285714287,December,48,434.51465403906093,860.0681578176418,6.41713797040724,1539083.322961825,1,0
2000,December,49,59.943355388024344,1041.1062666076198,13.059662907528203,1461966.8980334261,0,0
2005.7142857142858,February,8,61.51845570357918,797.8022728203679,13.79426982205538,1197060.2375628722,0,0
2014.2857142857142,July,27,345.6224608249176,1469.1994032316702,5.136809370462897,1265073.7705067706,1,0
2000,April,14,177.26842478976948,1059.9340387874815,20,928821.2665292458,0,0
2000,March,12,493.9877556520146,1635.8159803456283,8.720786896839952,1764295.5785027978,0,0
2014.2857142857142,November,44,290.88790352100403,1837.9960813903417,7.730814460582476,1689083.3309507289,0,0
2011.4285714285713,March,11,380.1583574140654,543.7392258557438,14.328312447867877,2093167.7054172165,0,0
2000,October,42,214.04753415324683,1484.216670049597,18.377637579576835,1658787.4675725875,0,0
2000,January,3,64.66875486086931,1905.8039232279098,9.125951534536089,1735579.8070547634,0,0
2020,January,2,385.6892208077102,1012.644611652374,2.4176513526947137,1490569.5322969647,0,0
2017.142857142857,November,46,258.8109285062291,1469.2979376626222,9.922905494735108,1718781.4731246547,0,0
2014.2857142857142,January,3,291.5367023696574,1481.8583668057415,8.94324971197752,2567240.7295545745,0,0
2020,February,7,257.26850289188974,1678.8977838917517,7.5751416811515995,1828063.7092683776,0,0
2005.7142857142858,September,35,282.5628715375114,2000,11.881468834751585,2357767.8745412915,0,0
2020,October,42,250.73307960770373,1224.1080506085216,12.420327231546292,2153514.603324075,0,0
2008.5714285714287,August,32,329.5476245391259,1304.1316793180565,1.8783973929167441,1883946.2687901952,0,0
2020,March,9,327.79444192231966,1387.3951993362055,7.097031827019381,1652082.201695954,0,0
2017.142857142857,May,19,224.11333735446806,783.6257521200637,6.033455691898318,1400919.522979213,0,0
2020,February,7,138.61015519716648,199.42683491970843,8.282830647011359,1917401.240179575,0,0
2011.4285714285713,April,14,285.9031369016687,1590.5208050006763,10.407825755327467,1235497.7802038868,0,0
2000,December,51,335.9510297255602,1566.0855286538358,16.595651971752183,2427328.094465839,0,0
2002.857142857143,August,33,272.91604307988314,845.327064646259,9.032645753009687,2450282.809755043,0,0
2017.142857142857,February,8,340.3679811873288,1732.293421610536,7.3672514428306055,1292961.9443332565,0,0
2008.5714285714287,June,22,241.29908001114092,968.6996210272512,15.909183254918304,1663897.1606030334,0,1
2005.7142857142858,October,41,414.674831839647,1364.7932132235478,7.078213236666654,1238471.3627676521,0,0
2014.2857142857142,December,49,224.62563850977818,1802.6418709475965,3.0437646983984434,1482200.853814006,0,0
2005.7142857142858,January,1,440.1823321745087,859.0097318815886,15.702156938798465,1764086.237276752,1,0
2017.142857142857,October,41,175.39645423510837,458.31139242997415,13.572394991813958,2165296.177256041,0,0
2000,February,7,408.4510652565052,1653.4724009826255,18.47373504648429,1309342.795171272,0,0
2014.2857142857142,May,18,212.52199621554547,1248.9501585209239,12.91151670864954,1582735.7667455175,0,0
2000,February,5,299.8853504902849,425.6377869438577,12.82630160765745,1293824.3371865265,0,0
2002.857142857143,December,51,339.65187271852693,1212.5156749550977,5.544478429686953,1294313.9951450182,0,0
2020,July,27,250.34035120796105,891.9192471149936,9.647899325389403,2299136.019607787,1,0
2011.4285714285713,January,3,262.27179031487503,790.0708508628148,10.976801963051017,1612138.7629135244,0,0
2011.4285714285713,August,33,305.7656007665406,799.4978283496926,10.614981026082695,1430014.3592206067,0,0
2008.5714285714287,November,47,196.2481852763264,1154.8923235872826,8.439889251698247,1645089.0427953494,1,0
2020,September,36,245.40640953391755,669.5763015245732,12.711163899042447,1699610.3340925975,1,1
2008.5714285714287,January,4,238.19650435076855,1098.8222986526189,13.293691551747024,1937831.3649897594,0,0
2014.2857142857142,September,37,294.39906466562593,1081.1711546207885,12.024242256710155,1820746.625840406,0,0
2002.857142857143,December,48,201.31323053197912,1538.1500393694596,6.6538261376699515,2414652.749493527,1,0
2005.7142857142858,May,18,210.06283930958136,1092.3661108013919,12.019278211024382,980553.3216009043,0,0
2011.4285714285713,December,52,409.2462187031658,1023.1297499611435,9.852481047068045,1761322.9322177079,1,0
2000,March,9,270.0678480315894,1720.935779295092,8.355010622901734,1529095.0068535977,0,0
2002.857142857143,June,26,385.95567306672785,1257.4097739768379,1,525172.4988973734,0,1
2000,September,37,303.60852891202626,366.8621746025847,11.31888176630243,1857506.5495780767,0,0
2011.4285714285713,November,44,395.98693767965864,1838.7468173439395,11.89425376529433,1910563.8576114362,0,0
2011.4285714285713,February,6,156.03722792310697,638.872050626286,16.688552745051467,2141317.823548942,0,0
2002.857142857143,October,42,318.3898946549914,925.9642194358682,5.84792106350789,1644314.65451843,0,0
2014.2857142857142,October,41,167.0960496103745,959.9600848003483,5.816992210113545,1293940.0387979029,0,0
2005.7142857142858,October,43,342.5514253856509,991.7128726675351,19.7744743582397,1202345.466514515,0,0
2005.7142857142858,January,3,203.53193446710185,1224.7071546685597,8.024049925940197,1737675.2038735142,0,0
2014.2857142857142,June,26,203.57898285666877,1165.4703259169378,1,1324743.3329703594,0,1
2020,September,35,194.23031816022822,1329.2742662842575,7.574521355073426,1384691.5974834072,0,1
2020,October,42,330.04680118760075,1474.806104161864,8.10575880841845,2109495.6306205224,0,0
2014.2857142857142,September,37,250.8020865239215,781.7420034568463,5.841814969901094,1307888.40007162,0,0
2014.2857142857142,September,37,194.57633395625106,981.9560746818611,10.921028148831901,1656194.3567703767,0,0
2020,April,17,201.69286000081985,1080.1353256909156,6.899360525915851,1458248.3181468532,0,0
2008.5714285714287,June,23,163.43440150109046,1648.5537096537032,10.676154777497263,1869416.4070078523,0,1
2005.7142857142858,June,22,489.125422060522,536.6283573927373,8.137096182394403,1310541.2764605714,0,1
2014.2857142857142,January,1,159.55395292085507,940.3452903520476,13.704327418633019,2016035.5885082842,1,0
2020,October,41,500,495.1253231646416,12.16608726814799,1621001.0448246999,0,0
2014.2857142857142,July,28,269.0734504446506,1082.0242282221088,10.21736807136356,2629643.1447399417,1,0
2017.142857142857,December,52,64.52455512009206,1265.7064893801482,14.335081201556472,1125806.1431229156,1,0
2020,October,43,257.2390300748292,712.3093912876344,4.195302433164221,1352066.2574560056,0,0
2000,September,37,198.166870550376,1439.5332409383864,7.536934727111939,1904283.8436932259,0,0
2014.2857142857142,September,37,368.784904243129,1313.323964462967,4.208787355169039,2294396.5921565467,0,0
2000,November,47,124.51983775462885,779.9252404469269,15.088036845702781,2226511.1901701894,1,0
2005.7142857142858,April,14,368.8653558008235,1445.4929497769247,14.053021802718373,1839885.7637039577,0,0
2005.7142857142858,October,40,87.56698676721118,1547.9145827250582,17.16757504153355,606878.2921811368,0,0
2008.5714285714287,August,31,235.57548563131417,428.1402720032804,13.45639677529435,1405570.8430067135,0,0
2005.7142857142858,April,15,349.14602210219124,1524.815340866096,13.103135375210199,1761267.0933149399,0,0
2005.7142857142858,February,6,140.10073992496478,1257.3252584631823,11.007224034096096,1963272.3333390846,0,0
2020,September,38,113.07027566753035,782.8833632679296,14.643339123637329,1683884.322322424,0,1
2011.4285714285713,March,12,204.2406245643425,1752.210211828702,2.369705892554749,1637146.8415108828,0,0
2005.7142857142858,February,8,118.0140198438663,1687.1604933143283,10.98116974793722,565943.498028165,0,0
2014.2857142857142,February,5,200.67098453395892,602.7791424705739,14.158689496726366,930249.6381497906,0,0
2002.857142857143,November,45,336.6587922681587,743.0459251655551,7.497956333010983,2152973.608837527,0,0
2000,August,32,222.2206945108352,1015.0584715706103,10.487530865604773,1905883.617983067,0,0
2002.857142857143,August,33,191.05074445848774,1332.7646015987525,12.098882649213074,2642450.2492916426,0,0
2011.4285714285713,December,48,419.20358695948414,262.3106645982633,5.122650044434669,1296659.2596622715,1,0
2002.857142857143,October,41,303.5174540614228,1627.6429043554244,19.896795247530413,1666212.6410494915,0,0
2011.4285714285713,October,42,293.6369110506948,1624.8020432731957,10.989249670532608,2546347.086173475,0,0
2000,December,48,166.8906248678991,1407.563559107753,11.86399892645791,1740278.0964392778,1,0
2008.5714285714287,June,24,248.23839504815356,1871.8791706152356,5.223820886157134,2653301.082992013,0,1
2011.4285714285713,March,9,191.73470721811148,1589.7246194819093,1,2053685.3964582416,0,0
2008.5714285714287,May,18,275.7689678774813,1912.7336595777679,8.494283398851177,1932337.6817350225,0,0
2020,March,10,236.74542523858946,1707.0800876868557,8.846539785477077,1594599.1457757028,0,0
2005.7142857142858,November,46,249.80290605964595,1456.983377596708,20,2217838.321663717,0,0
2005.7142857142858,December,48,341.13043882595275,886.3565984843065,10.917501323430184,1516718.080561237,1,0
2002.857142857143,January,4,300.50763738421637,1532.105201711953,13.38652891267677,904955.5873833735,0,0
2002.857142857143,January,4,439.1275534642498,985.8044452132731,6.351677000819355,2450291.2648640126,0,0
2020,April,15,299.43744758164246,703.4664931698642,10.97790906146287,1593963.4673428936,0,0
2008.5714285714287,November,45,166.95740123416985,1025.6848235603136,10.760830046010906,1108525.6390335588,0,0
2005.7142857142858,April,16,165.76383910675952,1812.486477932734,12.891819596064618,821283.1197129166,0,0
2020,October,40,351.9259644226964,1833.7447725918105,7.604069427690973,1017839.6622336324,0,0
2002.857142857143,December,52,230.53119964318208,1515.6500192784279,7.6918817822813486,1724687.2466944936,1,0
2005.7142857142858,October,40,411.9394256270083,1247.733804237632,13.344051088569922,1556746.1262602494,0,0
2000,September,37,268.67121148392863,1011.4191294952061,11.52319782582545,1984026.0440126548,0,0
2017.142857142857,December,50,341.94082200076497,819.264328307381,12.100834468543258,1345235.8953292454,0,0
2008.5714285714287,November,47,176.46403774787495,1546.5070682670453,8.778251192696315,1239765.6054480176,1,0
2017.142857142857,December,50,119.99013124583743,1045.902942162585,13.417315473682375,2411339.4111759984,0,0
2017.142857142857,April,16,237.16851206458279,1369.7070996562964,1,2299192.5693704565,0,0
2005.7142857142858,November,46,258.6232428341765,847.4804791404863,14.419294271383723,1033006.4012387021,0,0
2017.142857142857,December,48,183.26490364662772,1156.9562836402238,12.237205668189441,1859941.5299916596,1,0
2008.5714285714287,September,36,291.5447977795329,1557.6978131027981,11.674770925922008,1521856.150770601,1,0
2017.142857142857,September,39,373.8632726065454,1870.0743930993438,14.055281605804947,1757948.8884268205,0,0
2020,November,45,272.1285360193835,1580.5517109942878,12.120346811367998,1619498.0280296514,0,0
2002.857142857143,April,17,370.584515081874,2000,11.621453104561404,2154044.0755512686,0,0
2011.4285714285713,April,15,358.64998249907995,2000,13.203889862518551,2497395.6525330413,0,0
2002.857142857143,April,15,135.60067277106052,144.2726248266015,10.305529037354173,2234241.9238500376,0,0
2002.857142857143,November,47,81.27378367442464,1189.382458369551,14.111404086457974,1776905.8734613813,1,0
2017.142857142857,December,49,106.27971447157799,1571.9710865041257,8.225721527532038,2289000.7013295554,0,0
2014.2857142857142,May,21,33.411536631020596,655.8080729322465,15.450883393483542,1768285.6814940842,0,0
2005.7142857142858,April,17,258.38505316553875,1235.160735838037,8.63481614282345,2062526.344238565,0,0
2000,February,6,94.04691939369536,1189.0421076699358,17.223375415218705,1190876.3713337926,0,0
2000,August,34,358.18446899031767,547.2959731201674,6.05222368455404,1035778.9812769813,0,0
2017.142857142857,December,48,308.44523806377686,1387.9388327652,12.112138729727281,2126610.67110902,1,0
2005.7142857142858,January,1,217.69799470381832,1132.0891179002801,4.83414645265139,2296172.523505291,1,0
2000,September,35,256.29392867842756,1963.3457303265009,14.794614558892423,1333558.641461511,0,0
2008.5714285714287,July,30,446.65052037572946,1539.0608960732457,5.487076544378811,721206.9133597956,0,0
2020,February,6,210.16603081066074,919.670943004947,14.30589751775032,1116977.7907365519,0,0
2000,December,50,304.6232632418002,1001.4632649281416,16.59342633908027,2338605.9067060966,0,0
2005.7142857142858,June,24,155.838889708159,2000,13.25703117653786,1320039.7714810346,0,1
2011.4285714285713,August,31,258.01608320868394,365.9047686078799,15.889063170935266,1134544.2992623851,0,0
2000,July,30,58.78152584908713,878.183776028438,9.432527255985985,2197579.4196907906,0,0
2020,July,27,341.15771362871357,825.5728668623267,6.6679059506942355,2254402.62640763,1,0
2002.857142857143,February,5,220.72412202307254,1320.9210659168152,5.353812379047152,1823108.682009553,0,0
2017.142857142857,July,28,295.70992815943777,1122.556308063615,6.204791815361773,880463.4553045406,1,0
